"date","deviceCategory","channelGrouping","Sessions","GoalCompletions","DeviceClass","DesktopDummy","MobileDummy","TabletDummy","ChannelClass","OtherDummy","DirectDummy","DisplayDummy","OrganicSearchDummy","PaidSearchDummy","ReferralDummy","SocialDummy","EmailDummy","BreakTimeClass","BreakTimeDummy1","BreakTimeDummy2","BreakTimeDummy3"
2016-03-05,"mobile","Social",611,4,2,0,1,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-05,"tablet","Social",106,0,3,0,0,1,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-06,"desktop","(Other)",106,4,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-03-06,"desktop","Direct",771,13,1,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-06,"mobile","Direct",2630,0,2,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-06,"tablet","Direct",797,4,3,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-06,"desktop","Display",53,0,1,1,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-06,"mobile","Display",505,0,2,0,1,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-06,"tablet","Display",106,0,3,0,0,1,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-06,"desktop","Organic Search",4570,55,1,1,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-06,"mobile","Organic Search",4225,30,2,0,1,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-06,"tablet","Organic Search",1328,4,3,0,0,1,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-06,"desktop","Paid Search",80,8,1,1,0,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-03-06,"mobile","Paid Search",80,0,2,0,1,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-03-06,"tablet","Paid Search",53,0,3,0,0,1,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-03-06,"desktop","Referral",1010,8,1,1,0,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-06,"mobile","Referral",292,8,2,0,1,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-06,"tablet","Referral",80,0,3,0,0,1,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-06,"desktop","Social",53,0,1,1,0,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-06,"mobile","Social",372,4,2,0,1,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-06,"tablet","Social",80,0,3,0,0,1,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-07,"mobile","(Other)",26,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-03-07,"desktop","Direct",983,0,1,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-07,"mobile","Direct",3401,17,2,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-07,"tablet","Direct",877,8,3,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-07,"desktop","Display",26,0,1,1,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-07,"mobile","Display",372,0,2,0,1,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-07,"tablet","Display",80,0,3,0,0,1,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-07,"desktop","Organic Search",6058,110,1,1,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-07,"mobile","Organic Search",4702,55,2,0,1,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-07,"tablet","Organic Search",1063,17,3,0,0,1,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-07,"desktop","Paid Search",133,0,1,1,0,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-03-07,"mobile","Paid Search",106,4,2,0,1,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-03-07,"tablet","Paid Search",26,0,3,0,0,1,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-03-07,"desktop","Referral",611,8,1,1,0,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-07,"mobile","Referral",266,0,2,0,1,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-07,"tablet","Referral",80,0,3,0,0,1,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-07,"desktop","Social",53,0,1,1,0,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-07,"mobile","Social",292,8,2,0,1,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-07,"tablet","Social",53,13,3,0,0,1,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-08,"mobile","(Other)",26,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-03-08,"desktop","Direct",718,4,1,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-08,"mobile","Direct",3959,17,2,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-08,"tablet","Direct",585,8,3,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-08,"desktop","Display",159,0,1,1,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-08,"mobile","Display",425,0,2,0,1,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-08,"tablet","Display",53,0,3,0,0,1,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-08,"desktop","Email",80,0,1,1,0,0,8,0,0,0,1,0,0,0,0,1,1,0,0
2016-03-08,"desktop","Organic Search",5952,110,1,1,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-08,"mobile","Organic Search",4065,55,2,0,1,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-08,"tablet","Organic Search",930,17,3,0,0,1,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-08,"desktop","Paid Search",159,0,1,1,0,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-03-08,"mobile","Paid Search",80,4,2,0,1,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-03-08,"tablet","Paid Search",26,0,3,0,0,1,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-03-08,"desktop","Referral",1222,21,1,1,0,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-08,"mobile","Referral",292,0,2,0,1,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-08,"tablet","Referral",26,0,3,0,0,1,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-08,"desktop","Social",133,0,1,1,0,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-08,"mobile","Social",266,0,2,0,1,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-08,"tablet","Social",80,0,3,0,0,1,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-09,"desktop","(Other)",53,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-03-09,"desktop","Direct",903,13,1,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-09,"mobile","Direct",3640,13,2,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-09,"tablet","Direct",318,0,3,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-09,"desktop","Display",26,0,1,1,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-09,"mobile","Display",744,0,2,0,1,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-09,"tablet","Display",213,0,3,0,0,1,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-09,"desktop","Organic Search",5871,114,1,1,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-09,"mobile","Organic Search",4384,63,2,0,1,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-09,"tablet","Organic Search",690,13,3,0,0,1,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-09,"desktop","Paid Search",26,0,1,1,0,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-03-09,"mobile","Paid Search",80,0,2,0,1,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-03-09,"tablet","Paid Search",26,0,3,0,0,1,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-03-09,"desktop","Referral",877,13,1,1,0,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-09,"mobile","Referral",239,8,2,0,1,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-09,"tablet","Referral",133,0,3,0,0,1,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-09,"desktop","Social",159,0,1,1,0,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-09,"mobile","Social",292,4,2,0,1,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-09,"tablet","Social",80,0,3,0,0,1,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-10,"desktop","(Other)",53,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-03-10,"tablet","(Other)",26,0,3,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-03-10,"desktop","Direct",956,4,1,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-10,"mobile","Direct",3694,4,2,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-10,"tablet","Direct",372,4,3,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-10,"desktop","Display",186,4,1,1,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-10,"mobile","Display",797,0,2,0,1,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-10,"tablet","Display",133,0,3,0,0,1,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-10,"desktop","Organic Search",5766,63,1,1,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-10,"mobile","Organic Search",3666,42,2,0,1,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-10,"tablet","Organic Search",771,21,3,0,0,1,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-10,"mobile","Paid Search",80,0,2,0,1,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-03-10,"tablet","Paid Search",53,0,3,0,0,1,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-03-10,"desktop","Referral",1010,4,1,1,0,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-10,"mobile","Referral",292,4,2,0,1,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-10,"tablet","Referral",80,0,3,0,0,1,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-10,"desktop","Social",53,0,1,1,0,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-10,"mobile","Social",186,0,2,0,1,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-10,"tablet","Social",80,0,3,0,0,1,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-11,"desktop","(Other)",106,4,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-03-11,"mobile","(Other)",26,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-03-11,"desktop","Direct",505,0,1,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-11,"mobile","Direct",3161,4,2,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-11,"tablet","Direct",318,4,3,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-11,"desktop","Display",53,0,1,1,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-11,"mobile","Display",638,0,2,0,1,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-11,"tablet","Display",186,0,3,0,0,1,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-11,"desktop","Organic Search",4597,67,1,1,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-11,"mobile","Organic Search",4835,105,2,0,1,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-11,"tablet","Organic Search",1063,42,3,0,0,1,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-11,"mobile","Paid Search",106,0,2,0,1,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-03-11,"desktop","Referral",718,4,1,1,0,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-11,"mobile","Referral",239,0,2,0,1,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-11,"tablet","Referral",53,0,3,0,0,1,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-11,"desktop","Social",80,0,1,1,0,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-11,"mobile","Social",239,0,2,0,1,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-11,"tablet","Social",26,0,3,0,0,1,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-12,"desktop","(Other)",106,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-03-12,"tablet","(Other)",26,0,3,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-03-12,"desktop","Direct",372,4,1,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-12,"mobile","Direct",3294,34,2,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-12,"tablet","Direct",425,0,3,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-12,"desktop","Display",106,0,1,1,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-12,"mobile","Display",823,0,2,0,1,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-12,"tablet","Display",213,0,3,0,0,1,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-12,"desktop","Organic Search",4012,72,1,1,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-12,"mobile","Organic Search",4092,42,2,0,1,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-12,"tablet","Organic Search",930,8,3,0,0,1,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-12,"mobile","Paid Search",53,0,2,0,1,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-03-12,"tablet","Paid Search",26,0,3,0,0,1,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-03-12,"desktop","Referral",771,4,1,1,0,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-12,"mobile","Referral",239,4,2,0,1,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-12,"tablet","Referral",26,0,3,0,0,1,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-12,"desktop","Social",80,0,1,1,0,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-12,"mobile","Social",292,0,2,0,1,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-13,"desktop","Direct",664,0,1,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-13,"mobile","Direct",3374,25,2,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-13,"tablet","Direct",638,4,3,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-13,"desktop","Display",80,4,1,1,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-13,"mobile","Display",638,0,2,0,1,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-13,"tablet","Display",133,0,3,0,0,1,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-13,"desktop","Organic Search",5340,114,1,1,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-13,"mobile","Organic Search",5155,46,2,0,1,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-13,"tablet","Organic Search",690,8,3,0,0,1,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-13,"mobile","Paid Search",186,0,2,0,1,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-03-13,"desktop","Referral",266,4,1,1,0,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-13,"mobile","Referral",213,4,2,0,1,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-13,"tablet","Referral",106,0,3,0,0,1,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-13,"desktop","Social",133,0,1,1,0,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-13,"mobile","Social",133,0,2,0,1,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-13,"tablet","Social",53,0,3,0,0,1,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-14,"desktop","Direct",718,4,1,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-14,"mobile","Direct",3322,8,2,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-14,"tablet","Direct",585,8,3,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-14,"desktop","Display",133,0,1,1,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-14,"mobile","Display",1010,0,2,0,1,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-14,"tablet","Display",213,0,3,0,0,1,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-14,"desktop","Organic Search",6032,59,1,1,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-14,"mobile","Organic Search",5500,101,2,0,1,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-14,"tablet","Organic Search",851,13,3,0,0,1,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-14,"desktop","Paid Search",26,0,1,1,0,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-03-14,"mobile","Paid Search",80,0,2,0,1,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-03-14,"desktop","Referral",558,8,1,1,0,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-14,"mobile","Referral",239,0,2,0,1,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-14,"tablet","Referral",26,0,3,0,0,1,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-14,"desktop","Social",159,0,1,1,0,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-14,"mobile","Social",266,4,2,0,1,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-14,"tablet","Social",159,8,3,0,0,1,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-15,"mobile","(Other)",26,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-03-15,"desktop","Direct",744,8,1,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-15,"mobile","Direct",1940,8,2,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-15,"tablet","Direct",186,0,3,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-15,"desktop","Display",53,0,1,1,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-15,"mobile","Display",638,0,2,0,1,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-15,"tablet","Display",53,0,3,0,0,1,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-15,"desktop","Organic Search",6058,101,1,1,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-15,"mobile","Organic Search",5367,80,2,0,1,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-15,"tablet","Organic Search",903,17,3,0,0,1,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-15,"mobile","Paid Search",106,0,2,0,1,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-03-15,"desktop","Referral",558,0,1,1,0,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-15,"mobile","Referral",133,0,2,0,1,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-15,"desktop","Social",239,0,1,1,0,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-15,"mobile","Social",266,0,2,0,1,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-15,"tablet","Social",80,0,3,0,0,1,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-16,"desktop","Direct",1036,8,1,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-16,"mobile","Direct",2179,17,2,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-16,"tablet","Direct",292,0,3,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-16,"desktop","Display",53,0,1,1,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-16,"mobile","Display",505,0,2,0,1,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-16,"tablet","Display",53,0,3,0,0,1,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-16,"desktop","Organic Search",5792,59,1,1,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-16,"mobile","Organic Search",5048,51,2,0,1,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-16,"tablet","Organic Search",558,17,3,0,0,1,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-16,"mobile","Paid Search",53,0,2,0,1,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-03-16,"desktop","Referral",372,4,1,1,0,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-16,"mobile","Referral",133,0,2,0,1,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-16,"tablet","Referral",53,0,3,0,0,1,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-16,"desktop","Social",266,8,1,1,0,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-16,"mobile","Social",159,0,2,0,1,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-17,"mobile","(Other)",26,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-03-17,"desktop","Direct",903,4,1,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-17,"mobile","Direct",1754,25,2,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-17,"tablet","Direct",213,0,3,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-17,"mobile","Display",266,0,2,0,1,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-17,"tablet","Display",80,0,3,0,0,1,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-17,"desktop","Email",26,0,1,1,0,0,8,0,0,0,1,0,0,0,0,1,1,0,0
2016-03-17,"desktop","Organic Search",6244,114,1,1,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-17,"mobile","Organic Search",4278,38,2,0,1,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-17,"tablet","Organic Search",823,0,3,0,0,1,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-17,"mobile","Paid Search",26,0,2,0,1,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-03-17,"desktop","Referral",372,4,1,1,0,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-17,"mobile","Referral",186,4,2,0,1,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-17,"tablet","Referral",53,0,3,0,0,1,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-17,"desktop","Social",186,8,1,1,0,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-17,"mobile","Social",266,0,2,0,1,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-17,"tablet","Social",26,0,3,0,0,1,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-18,"mobile","(Other)",4171,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-03-18,"tablet","(Other)",26,0,3,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-03-18,"desktop","Direct",505,4,1,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-18,"mobile","Direct",4145,13,2,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-18,"tablet","Direct",318,0,3,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-18,"desktop","Display",877,0,1,1,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-18,"mobile","Display",505,0,2,0,1,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-18,"tablet","Display",106,0,3,0,0,1,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-18,"desktop","Organic Search",4835,110,1,1,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-18,"mobile","Organic Search",4410,80,2,0,1,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-18,"tablet","Organic Search",744,21,3,0,0,1,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-18,"desktop","Paid Search",106,0,1,1,0,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-03-18,"mobile","Paid Search",213,0,2,0,1,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-03-18,"tablet","Paid Search",53,4,3,0,0,1,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-03-18,"desktop","Referral",239,4,1,1,0,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-18,"mobile","Referral",239,0,2,0,1,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-18,"tablet","Referral",133,0,3,0,0,1,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-18,"desktop","Social",26,0,1,1,0,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-18,"mobile","Social",213,4,2,0,1,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-19,"mobile","(Other)",8104,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-03-19,"desktop","Direct",213,0,1,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-19,"mobile","Direct",8901,17,2,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-19,"tablet","Direct",239,0,3,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-03-19,"desktop","Display",611,4,1,1,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-19,"mobile","Display",558,0,2,0,1,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-19,"tablet","Display",53,0,3,0,0,1,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-03-19,"desktop","Organic Search",4012,59,1,1,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-19,"mobile","Organic Search",4543,46,2,0,1,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-19,"tablet","Organic Search",718,17,3,0,0,1,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-03-19,"desktop","Paid Search",479,13,1,1,0,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-03-19,"mobile","Paid Search",877,13,2,0,1,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-03-19,"tablet","Paid Search",452,17,3,0,0,1,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-03-19,"desktop","Referral",318,8,1,1,0,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-19,"mobile","Referral",159,0,2,0,1,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-03-19,"desktop","Social",26,0,1,1,0,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-19,"mobile","Social",318,8,2,0,1,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-19,"tablet","Social",26,0,3,0,0,1,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-03-20,"mobile","(Other)",6829,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
