"date","deviceCategory","channelGrouping","Sessions","GoalCompletions","DeviceClass","DesktopDummy","MobileDummy","TabletDummy","ChannelClass","OtherDummy","DirectDummy","DisplayDummy","OrganicSearchDummy","PaidSearchDummy","ReferralDummy","SocialDummy","EmailDummy","BreakTimeClass","BreakTimeDummy1","BreakTimeDummy2","BreakTimeDummy3"
2016-07-08,"mobile","Display",19104,63,2,0,1,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-07-08,"tablet","Display",2710,0,3,0,0,1,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-07-08,"tablet","Email",26,0,3,0,0,1,8,0,0,0,1,0,0,0,0,1,1,0,0
2016-07-08,"desktop","Organic Search",4437,110,1,1,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-07-08,"mobile","Organic Search",13072,266,2,0,1,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-07-08,"tablet","Organic Search",930,21,3,0,0,1,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-07-08,"desktop","Paid Search",1461,38,1,1,0,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-07-08,"mobile","Paid Search",3322,122,2,0,1,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-07-08,"tablet","Paid Search",505,0,3,0,0,1,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-07-08,"desktop","Referral",1036,4,1,1,0,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-07-08,"mobile","Referral",956,8,2,0,1,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-07-08,"tablet","Referral",531,0,3,0,0,1,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-07-08,"desktop","Social",797,13,1,1,0,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-07-08,"mobile","Social",9937,80,2,0,1,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-07-08,"tablet","Social",744,4,3,0,0,1,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-07-09,"desktop","(Other)",106,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-07-09,"mobile","(Other)",4118,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-07-09,"tablet","(Other)",26,0,3,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-07-09,"desktop","Direct",4331,8,1,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-07-09,"mobile","Direct",17748,67,2,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-07-09,"tablet","Direct",2152,0,3,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-07-09,"desktop","Display",1913,8,1,1,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-07-09,"mobile","Display",8290,34,2,0,1,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-07-09,"tablet","Display",1143,0,3,0,0,1,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-07-09,"desktop","Organic Search",4730,67,1,1,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-07-09,"mobile","Organic Search",10123,173,2,0,1,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-07-09,"tablet","Organic Search",1382,38,3,0,0,1,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-07-09,"desktop","Paid Search",2684,46,1,1,0,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-07-09,"mobile","Paid Search",4942,93,2,0,1,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-07-09,"tablet","Paid Search",744,4,3,0,0,1,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-07-09,"desktop","Referral",2179,4,1,1,0,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-07-09,"mobile","Referral",2364,25,2,0,1,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-07-09,"tablet","Referral",1169,0,3,0,0,1,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-07-09,"desktop","Social",1169,8,1,1,0,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-07-09,"mobile","Social",10283,126,2,0,1,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-07-09,"tablet","Social",823,0,3,0,0,1,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-07-10,"desktop","(Other)",53,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-07-10,"mobile","(Other)",1859,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-07-10,"tablet","(Other)",53,0,3,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-07-10,"desktop","Direct",3082,13,1,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-07-10,"mobile","Direct",15968,55,2,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-07-10,"tablet","Direct",1488,4,3,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-07-10,"desktop","Display",4676,8,1,1,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-07-10,"mobile","Display",9086,34,2,0,1,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-07-10,"tablet","Display",2205,8,3,0,0,1,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-07-10,"desktop","Organic Search",5925,173,1,1,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-07-10,"mobile","Organic Search",10760,211,2,0,1,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-07-10,"tablet","Organic Search",956,34,3,0,0,1,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-07-10,"desktop","Paid Search",2444,25,1,1,0,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-07-10,"mobile","Paid Search",6058,51,2,0,1,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-07-10,"tablet","Paid Search",771,8,3,0,0,1,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-07-10,"desktop","Referral",2046,13,1,1,0,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-07-10,"mobile","Referral",2020,8,2,0,1,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-07-10,"tablet","Referral",744,0,3,0,0,1,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-07-10,"desktop","Social",1143,8,1,1,0,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-07-10,"mobile","Social",10309,67,2,0,1,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-07-10,"tablet","Social",1063,0,3,0,0,1,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-07-11,"desktop","(Other)",106,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-07-11,"mobile","(Other)",1754,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-07-11,"tablet","(Other)",26,0,3,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-07-11,"desktop","Direct",1089,4,1,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-07-11,"mobile","Direct",7678,38,2,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-07-11,"tablet","Direct",531,4,3,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-07-11,"desktop","Display",8104,34,1,1,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-07-11,"mobile","Display",22053,55,2,0,1,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-07-11,"tablet","Display",3241,8,3,0,0,1,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-07-11,"desktop","Organic Search",7971,143,1,1,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-07-11,"mobile","Organic Search",8901,177,2,0,1,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-07-11,"tablet","Organic Search",903,21,3,0,0,1,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-07-11,"desktop","Paid Search",3666,59,1,1,0,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-07-11,"mobile","Paid Search",5234,63,2,0,1,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-07-11,"tablet","Paid Search",479,4,3,0,0,1,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-07-11,"desktop","Referral",1328,0,1,1,0,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-07-11,"mobile","Referral",585,4,2,0,1,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-07-11,"tablet","Referral",505,0,3,0,0,1,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-07-11,"desktop","Social",1036,4,1,1,0,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-07-11,"mobile","Social",8183,59,2,0,1,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-07-11,"tablet","Social",690,4,3,0,0,1,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-07-12,"desktop","(Other)",53,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-07-12,"mobile","(Other)",1674,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-07-12,"tablet","(Other)",266,0,3,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-07-12,"desktop","Direct",2604,21,1,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-07-12,"mobile","Direct",6616,55,2,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-07-12,"tablet","Direct",638,8,3,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-07-12,"desktop","Display",6324,46,1,1,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-07-12,"mobile","Display",20645,67,2,0,1,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-07-12,"tablet","Display",2896,8,3,0,0,1,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-07-12,"desktop","Organic Search",7173,131,1,1,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-07-12,"mobile","Organic Search",7545,135,2,0,1,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-07-12,"tablet","Organic Search",1036,30,3,0,0,1,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-07-12,"desktop","Paid Search",2817,30,1,1,0,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-07-12,"mobile","Paid Search",4942,42,2,0,1,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-07-12,"tablet","Paid Search",771,4,3,0,0,1,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-07-12,"desktop","Referral",2551,4,1,1,0,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-07-12,"mobile","Referral",1382,4,2,0,1,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-07-12,"tablet","Referral",505,0,3,0,0,1,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-07-12,"desktop","Social",930,4,1,1,0,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-07-12,"mobile","Social",10176,51,2,0,1,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-07-12,"tablet","Social",877,8,3,0,0,1,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-07-13,"desktop","(Other)",106,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-07-13,"mobile","(Other)",1621,4,2,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-07-13,"tablet","(Other)",372,0,3,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-07-13,"desktop","Direct",1169,13,1,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-07-13,"mobile","Direct",3348,13,2,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-07-13,"tablet","Direct",239,4,3,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-07-13,"desktop","Display",6164,34,1,1,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-07-13,"mobile","Display",17775,59,2,0,1,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-07-13,"tablet","Display",2152,4,3,0,0,1,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-07-13,"desktop","Organic Search",8077,169,1,1,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-07-13,"mobile","Organic Search",7545,152,2,0,1,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-07-13,"tablet","Organic Search",983,13,3,0,0,1,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-07-13,"desktop","Paid Search",3215,17,1,1,0,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-07-13,"mobile","Paid Search",4995,42,2,0,1,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-07-13,"tablet","Paid Search",479,21,3,0,0,1,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-07-13,"desktop","Referral",1541,4,1,1,0,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-07-13,"mobile","Referral",690,0,2,0,1,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-07-13,"tablet","Referral",664,8,3,0,0,1,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-07-13,"desktop","Social",1435,17,1,1,0,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-07-13,"mobile","Social",10442,46,2,0,1,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-07-13,"tablet","Social",1063,4,3,0,0,1,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-07-14,"desktop","(Other)",53,4,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-07-14,"mobile","(Other)",1036,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-07-14,"tablet","(Other)",425,0,3,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-07-14,"desktop","Direct",903,4,1,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-07-14,"mobile","Direct",3002,17,2,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-07-14,"tablet","Direct",266,0,3,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-07-14,"desktop","Display",6191,34,1,1,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-07-14,"mobile","Display",19316,46,2,0,1,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-07-14,"tablet","Display",2391,17,3,0,0,1,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-07-14,"desktop","Organic Search",6642,148,1,1,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-07-14,"mobile","Organic Search",7917,110,2,0,1,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-07-14,"tablet","Organic Search",1089,13,3,0,0,1,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-07-14,"desktop","Paid Search",2949,30,1,1,0,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-07-14,"mobile","Paid Search",5048,59,2,0,1,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-07-14,"tablet","Paid Search",690,17,3,0,0,1,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-07-14,"desktop","Referral",1727,0,1,1,0,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-07-14,"mobile","Referral",823,0,2,0,1,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-07-14,"tablet","Referral",718,0,3,0,0,1,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-07-14,"desktop","Social",851,17,1,1,0,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-07-14,"mobile","Social",10601,51,2,0,1,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-07-14,"tablet","Social",983,8,3,0,0,1,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-07-15,"desktop","(Other)",930,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-07-15,"mobile","(Other)",1222,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-07-15,"tablet","(Other)",186,0,3,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-07-15,"desktop","Direct",585,4,1,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-07-15,"mobile","Direct",3161,25,2,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-07-15,"tablet","Direct",186,0,3,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-07-15,"desktop","Display",5234,38,1,1,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-07-15,"mobile","Display",17058,30,2,0,1,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-07-15,"tablet","Display",1807,0,3,0,0,1,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-07-15,"desktop","Email",26,4,1,1,0,0,8,0,0,0,1,0,0,0,0,1,1,0,0
2016-07-15,"desktop","Organic Search",4623,46,1,1,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-07-15,"mobile","Organic Search",9911,160,2,0,1,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-07-15,"tablet","Organic Search",823,17,3,0,0,1,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-07-15,"desktop","Paid Search",2391,25,1,1,0,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-07-15,"mobile","Paid Search",4623,42,2,0,1,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-07-15,"tablet","Paid Search",611,8,3,0,0,1,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-07-15,"desktop","Referral",718,0,1,1,0,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-07-15,"mobile","Referral",664,8,2,0,1,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-07-15,"tablet","Referral",452,0,3,0,0,1,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-07-15,"desktop","Social",1116,4,1,1,0,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-07-15,"mobile","Social",7519,8,2,0,1,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-07-15,"tablet","Social",452,0,3,0,0,1,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-07-16,"desktop","(Other)",26,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-07-16,"mobile","(Other)",1302,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-07-16,"tablet","(Other)",239,0,3,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-07-16,"desktop","Direct",292,0,1,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-07-16,"mobile","Direct",2817,51,2,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-07-16,"tablet","Direct",292,4,3,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-07-16,"desktop","Display",4358,25,1,1,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-07-16,"mobile","Display",17748,72,2,0,1,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-07-16,"tablet","Display",2205,4,3,0,0,1,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-07-16,"desktop","Organic Search",4410,105,1,1,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-07-16,"mobile","Organic Search",8555,105,2,0,1,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-07-16,"tablet","Organic Search",1036,4,3,0,0,1,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-07-16,"desktop","Paid Search",2630,51,1,1,0,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-07-16,"mobile","Paid Search",5128,93,2,0,1,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-07-16,"tablet","Paid Search",638,13,3,0,0,1,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-07-16,"desktop","Referral",690,0,1,1,0,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-07-16,"mobile","Referral",744,0,2,0,1,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-07-16,"tablet","Referral",531,0,3,0,0,1,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-07-16,"desktop","Social",877,0,1,1,0,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-07-16,"mobile","Social",6881,25,2,0,1,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-07-16,"tablet","Social",479,4,3,0,0,1,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-07-17,"desktop","(Other)",2232,30,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-07-17,"mobile","(Other)",1382,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-07-17,"tablet","(Other)",531,0,3,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-07-17,"desktop","Direct",797,8,1,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-07-17,"mobile","Direct",3428,46,2,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-07-17,"tablet","Direct",452,0,3,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-07-17,"desktop","Display",4278,30,1,1,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-07-17,"mobile","Display",21070,38,2,0,1,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-07-17,"tablet","Display",3189,17,3,0,0,1,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-07-17,"desktop","Organic Search",5340,80,1,1,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-07-17,"mobile","Organic Search",9007,148,2,0,1,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-07-17,"tablet","Organic Search",1143,21,3,0,0,1,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-07-17,"desktop","Paid Search",2418,51,1,1,0,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-07-17,"mobile","Paid Search",7678,131,2,0,1,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-07-17,"tablet","Paid Search",823,0,3,0,0,1,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-07-17,"desktop","Referral",1515,8,1,1,0,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-07-17,"mobile","Referral",611,0,2,0,1,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-07-17,"tablet","Referral",585,0,3,0,0,1,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-07-17,"desktop","Social",1036,17,1,1,0,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-07-17,"mobile","Social",7413,55,2,0,1,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-07-17,"tablet","Social",505,21,3,0,0,1,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-07-18,"desktop","(Other)",7944,76,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-07-18,"mobile","(Other)",6961,42,2,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-07-18,"tablet","(Other)",718,4,3,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-07-18,"desktop","Direct",1249,8,1,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-07-18,"mobile","Direct",4331,34,2,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-07-18,"tablet","Direct",452,21,3,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-07-18,"desktop","Display",6642,63,1,1,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-07-18,"mobile","Display",21494,67,2,0,1,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-07-18,"tablet","Display",3533,8,3,0,0,1,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-07-18,"desktop","Organic Search",7625,126,1,1,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-07-18,"mobile","Organic Search",8237,135,2,0,1,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-07-18,"tablet","Organic Search",956,21,3,0,0,1,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-07-18,"desktop","Paid Search",3268,67,1,1,0,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-07-18,"mobile","Paid Search",6297,84,2,0,1,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-07-18,"tablet","Paid Search",611,8,3,0,0,1,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-07-18,"desktop","Referral",1567,0,1,1,0,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-07-18,"mobile","Referral",903,0,2,0,1,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-07-18,"tablet","Referral",505,0,3,0,0,1,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-07-18,"desktop","Social",877,0,1,1,0,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-07-18,"mobile","Social",5819,38,2,0,1,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-07-18,"tablet","Social",690,13,3,0,0,1,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-07-19,"desktop","(Other)",106,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-07-19,"mobile","(Other)",1461,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-07-19,"tablet","(Other)",611,4,3,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-07-19,"desktop","Direct",1116,4,1,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-07-19,"mobile","Direct",3746,13,2,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-07-19,"tablet","Direct",505,4,3,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0
2016-07-19,"desktop","Display",8157,42,1,1,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-07-19,"mobile","Display",29146,89,2,0,1,0,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-07-19,"tablet","Display",4650,25,3,0,0,1,3,0,0,1,0,0,0,0,0,1,1,0,0
2016-07-19,"desktop","Organic Search",7253,131,1,1,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-07-19,"mobile","Organic Search",8370,126,2,0,1,0,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-07-19,"tablet","Organic Search",877,13,3,0,0,1,4,0,0,0,0,1,0,0,0,1,1,0,0
2016-07-19,"desktop","Paid Search",3322,46,1,1,0,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-07-19,"mobile","Paid Search",5925,59,2,0,1,0,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-07-19,"tablet","Paid Search",690,13,3,0,0,1,5,0,0,0,0,0,1,0,0,1,1,0,0
2016-07-19,"desktop","Referral",1435,8,1,1,0,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-07-19,"mobile","Referral",1116,0,2,0,1,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-07-19,"tablet","Referral",744,0,3,0,0,1,6,0,0,0,0,0,0,1,0,1,1,0,0
2016-07-19,"desktop","Social",956,4,1,1,0,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-07-19,"mobile","Social",6988,34,2,0,1,0,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-07-19,"tablet","Social",690,13,3,0,0,1,7,0,0,0,0,0,0,0,1,1,1,0,0
2016-07-20,"desktop","(Other)",53,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-07-20,"mobile","(Other)",1408,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-07-20,"tablet","(Other)",744,0,3,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0
2016-07-20,"desktop","Direct",1116,8,1,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0
